,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
631,1657978966,False,finalized,3,4/22/2018 12:51:41,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 22 13:18:07 +0000 2013,3.48e+17,usrId usrId yeah seriously im tired of oats ground turkey chicken and httpAddress if i don t have a burger or burrito soon ill die,0,0,yeah seriously im tired oats ground chicken burger burrito soon ill die
632,1657978967,False,finalized,3,04/06/18 12:54,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 12:17:58 +0000 2013,3.42e+17,protesters setting up tents in the field of httpAddress #taksim #blockupy #istanbul #revolution # httpAddress,1,0,setting tents field blockupy revolution
633,1657978968,False,finalized,3,4/21/2018 17:56:14,"""00""",0.0,0.6609,"""011""",1,0.6609,Sat Jun 01 02:07:09 +0000 2013,3.41e+17,rt usrId 4 00am bosphorus httpAddress people crossing on foot to join #occupygezi via usrId httpAddress,1,0,bosphorus people crossing foot join via
634,1657978969,False,finalized,3,04/03/18 19:41,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 17 20:16:02 +0000 2013,3.47e+17,turkeys prime minister accuses cnn bbc of fabricating news httpAddress via usrId sure that s exactly it . httpAddress,1,0,turkeys prime minister accuses cnn bbc fabricating news via sure exactly
635,1657978973,False,finalized,3,04/06/18 12:16,"""0""",0.0,0.0,"""010""",0,0.6639,Sat Jun 01 08:11:48 +0000 2013,3.41e+17,rt usrId usrId this is not a spring for turkey already has httpAddress but it needs a more liberal and participatory,0,0,spring already needs liberal participatory
636,1657978974,False,finalized,3,04/06/18 15:00,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 18:54:49 +0000 2013,3.45e+17,rt usrId police attacking #taksim #occupygezi #direngeziparki #istanbul #turkey 344528167492521985 tue jun DD 18 54 50 00 2013 belieber3b wait !! you ll come to turkey ?! d 344528176891957248 tue jun DD 18 54 53 00 2013 rt usrId photo clashes continue in #taksim square between turkish police and protesters httpAddress httpAddress jun DD 18 54 55 00 2013 in pictures turkish clashes police move in on protesters in taksim square httpAddress jun DD 18 54 58 00 2013 update #turkey httpAddress #direntaksim #occupygezi 344528205878804481 tue jun DD 18 54 59 00 2013 rt usrId as wind clears out gas demonstrators httpAddress its back and httpAddress #taksim #turkey httpAddress,1,1,police attacking belieber b wait come photo clashes continue square police pictures clashes police move square update direntaksim wind clears gas demonstrators back
637,1657978975,False,finalized,3,04/03/18 21:51,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 13:41:41 +0000 2013,3.46e+17,usrId hey move those chicken wings turkey !,0,0,hey move chicken wings
638,1657978976,False,finalized,3,04/07/18 16:46,"""11""",1.0,0.6667,"""101""",1,0.6667,Sun Jun 16 13:15:34 +0000 2013,3.46e+17,rt usrId oh httpAddress just vitamins then ? usrId istanbul governor says they put medicine not chemicals in sprayed httpAddress #occupyg,1,0,oh vitamins governor says put medicine chemicals sprayed occupyg
639,1657978978,False,finalized,3,04/03/18 21:04,"""0""",0.0,0.0,"""001""",0,0.6757,Thu Jun 06 21:59:11 +0000 2013,3.43e+17,news by yahoo erdogan returns to face protests in turkey ankara turkey ap turkey s prime minister was httpAddress httpAddress,1,0,news yahoo erdogan returns face ankara ap prime minister
640,1657978979,False,finalized,3,04/03/18 19:37,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 20:32:43 +0000 2013,3.41e+17,rt usrId a widely circulated photo from the protests in turkey is actually from a marathon httpAddress httpAddress,1,0,widely circulated photo actually marathon
641,1657978980,False,finalized,3,4/23/2018 09:30:58,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 15:07:52 +0000 2013,3.41e+17,geez rt soipl my friend in #istanbul just sent me this image frm the #occupygezi httpAddress,1,0,geez soipl friend sent image frm
642,1657978981,False,finalized,3,04/03/18 21:22,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 11:52:55 +0000 2013,3.46e+17,rt usrId the real champion is trabzonspor for 2010 2011 season in turkey #occupyuefaandstopmatchfixers usrId usrId,0,0,real champion trabzonspor season occupyuefaandstopmatchfixers
643,1657978982,False,finalized,3,04/04/18 09:19,"""00""",0.0,0.6658,"""110""",1,0.6658,Tue Jun 04 19:41:58 +0000 2013,3.42e+17,rt usrId the people of turkey are fighting for httpAddress read this report from usrId friend in taksim sq istanbul httpAddress,0,0,people fighting read report friend sq
644,1657978986,False,finalized,3,04/03/18 21:25,"""0""",0.0,0.0,"""100""",0,0.6594,Sun Jun 02 17:11:23 +0000 2013,3.41e+17,istanbul united since httpAddress #galatasaray #fenerbahce #besiktas #united #occupygezi #occupytaksim httpAddress,0,0,united since galatasaray fenerbahce besiktas united occupytaksim
645,1657978990,False,finalized,3,04/03/18 22:16,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 16:06:55 +0000 2013,3.41e+17,rt usrId erdogan s speech sounds almost absurdly provocative and combative towards the httpAddress scary and httpAddress #oc,0,0,erdogan speech sounds almost absurdly provocative combative towards scary oc
646,1657978992,False,finalized,3,04/03/18 21:07,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 21 05:14:57 +0000 2013,3.48e+17,our tees arrives to the brandcelona s httpAddress #turkey #welovebdcn #tees httpAddress,0,0,tees arrives brandcelona welovebdcn tees
647,1657978995,False,finalized,3,04/07/18 17:00,"""111""",1.0,1.0,"""111""",1,1.0,Sun Jun 16 13:49:56 +0000 2013,3.46e+17,police caught adding pepper spray chemicals to water in water cannons #occupygezi httpAddress #direnturkiye #occupyturkey #ows,1,1,police caught adding pepper spray chemicals water water cannons direnturkiye occupyturkey ows
648,1657978998,False,finalized,3,04/09/18 20:53,"""010""",0.0,0.6667,"""111""",1,1.0,Sat Jun 08 16:48:19 +0000 2013,3.43e+17,rt usrId thousands of protesters dig in for weekend of demonstrations at #taksim httpAddress httpAddress #occupygezi,1,0,thousands dig weekend demonstrations
649,1657979001,False,finalized,3,04/03/18 22:42,"""10""",0.0,0.3342,"""011""",1,0.6631,Sat Jun 01 07:41:46 +0000 2013,3.41e+17,rt usrId bruce willis let everyone httpAddress in turkey is not httpAddress people dying on the streets ? turkey is suffering ! #dayan,0,0,bruce willis let everyone people dying streets suffering dayan
650,1657979002,False,finalized,3,04/04/18 09:41,"""0""",0.0,0.0,"""100""",0,0.6667,Tue Jun 11 11:25:39 +0000 2013,3.44e+17,rt usrId are you in taksim square ? share your httpAddress with us ! httpAddress,0,0,square share us
651,1657979003,False,finalized,3,04/03/18 22:42,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 22 16:36:23 +0000 2013,3.48e+17,rt usrId taksim httpAddress usrId usrId #direnankara #occupygezi #revolution #direngezi #killererdogan #turke htt,0,0,revolution direngezi killererdogan turke htt
652,1657979005,False,finalized,3,04/03/18 21:04,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 18:11:02 +0000 2013,3.46e+17,rt usrId a lawyer taken into custody in istanbul law httpAddress justice is not blind but dead httpAddress usrId httpAddress,0,0,lawyer taken custody law justice blind dead
653,1657979006,False,finalized,3,4/21/2018 18:05:25,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 19:51:44 +0000 2013,3.42e+17,urgent petition pressuring erdoan to stop the crackdown and the destruction of gezi httpAddress join me #occupygezi httpAddress,1,0,urgent petition pressuring erdoan stop crackdown destruction join
654,1657979007,False,finalized,3,04/03/18 21:57,"""101""",1.0,0.664,"""111""",1,1.0,Fri May 31 19:56:02 +0000 2013,3.41e+17,police attack protesters in istanbuls taksim square #direngezi #gallery #nyt httpAddress,1,1,police attack istanbuls square direngezi gallery nyt
655,1657979009,False,finalized,3,04/07/18 17:04,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 15 14:08:35 +0000 2013,3.46e+17,rt usrId turkish protesters vow to continue occupying istanbul s gezi park despite the pm s pledge to halt redevelopment plan http,1,0,vow continue occupying despite pledge halt redevelopment plan
656,1657979010,False,finalized,3,04/07/18 17:14,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 10 20:22:21 +0000 2013,3.44e+17,having turkey mems with the fam can t believe it s been nearly a year miss it,0,0,mems fam believe nearly year miss
657,1657979013,False,finalized,3,4/27/2018 17:17:46,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 08 19:59:12 +0000 2013,3.43e+17,them rib n turkey tips was i was in love !!,0,0,rib n tips love
658,1657979015,False,finalized,3,04/03/18 21:29,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 21:50:40 +0000 2013,3.43e+17,it is possible to get something decent at httpAddress turkey burger D chicken tenders side salad DD cals,0,0,possible get something decent burger chicken tenders side salad cals
659,1657979017,False,finalized,3,04/06/18 12:26,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 15:21:37 +0000 2013,3.41e+17,rt usrId aerial view from #taksim square at 5pm #occupygezi #direngeziparki #turqua httpAddress usrId httpAddress,0,0,aerial view square turqua
660,1657979018,False,finalized,3,04/03/18 22:42,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 01 00:17:09 +0000 2013,3.41e+17,rt usrId #occupygezi protests turn violent as police attack peaceful protesters in istanbul httpAddress via usrId #,1,1,turn violent police attack peaceful via
661,1657979020,False,finalized,3,04/07/18 16:21,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 13 19:11:09 +0000 2013,3.45e+17,#turkey live with avi at gezi park httpAddress u feel the humanism in the park and the terror and fear outside the park,0,0,live avi u feel humanism terror fear outside
663,1657979022,False,finalized,3,04/06/18 14:46,"""00""",0.0,0.6695,"""110""",1,0.6695,Tue Jun 04 12:07:01 +0000 2013,3.42e+17,my father told me when i was young riots are httpAddress it means httpAddress #occupygezi,1,0,father told young riots means
664,1657979023,False,finalized,3,4/21/2018 18:00:56,"""0""",0.0,0.0,"""001""",0,0.6783,Mon Jun 10 07:41:11 +0000 2013,3.44e+17,rt usrId why turkey s mainstream media chose to show penguins rather than protests kerem oktem httpAddress,0,0,mainstream media chose show penguins rather kerem oktem
665,1657979026,False,finalized,3,04/06/18 12:54,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 10:22:20 +0000 2013,3.49e+17,i ve come all the way to turkey and still i find myself in the same place as a fucking #reddawg,0,0,come way still find place fucking reddawg
666,1657979028,False,finalized,3,4/21/2018 18:03:22,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 15 19:12:51 +0000 2013,3.46e+17,many asthma and allergy sufferers at divan hotel waiting for help ! doctors needed #occupygezi,1,1,many asthma allergy sufferers divan hotel waiting help doctors needed
667,1657979034,False,finalized,3,04/07/18 16:42,"""101""",1.0,0.6667,"""111""",1,1.0,Tue Jun 04 19:42:38 +0000 2013,3.42e+17,#turkey imported DD tons of tear gas 21 million pepper spray in DD years mainly from us #brazil httpAddress #occupygezi,1,0,imported tons tear gas million pepper spray years mainly us brazil
668,1657979036,False,finalized,3,04/07/18 09:50,"""1""",0.0,0.0,"""001""",0,0.6767,Mon Jun 03 15:54:19 +0000 2013,3.42e+17,right now dozens injuried in kizillay httpAddress httpAddress #direnankara via usrId,1,1,right dozens injuried kizillay via
669,1657979037,False,finalized,3,4/23/2018 13:28:02,"""011""",1.0,0.6609,"""111""",1,1.0,Fri May 31 21:49:59 +0000 2013,3.41e+17,turkey protests spread after violence in istanbul over park demolition #direngezipark #ocuppygezi httpAddress,1,1,spread violence demolition ocuppygezi
670,1657979038,False,finalized,3,04/03/18 18:13,"""1""",0.0,0.0,"""001""",0,0.6612,Mon Jun 03 19:21:16 +0000 2013,3.42e+17,#amanpour there are no liberals here ! people who are trying to provoke or throwing rocks topolice are actually organized by httpAddress,0,0,amanpour liberals people trying provoke throwing rocks topolice actually organized
671,1657979040,False,finalized,3,04/03/18 22:30,"""0-11""",0.0,0.336,"""111""",1,1.0,Sat Jun 15 20:51:04 +0000 2013,3.46e+17,rt usrId #erdogan s police is burning wish tree at #gezipark httpAddress but can t burn our hope #occupytree,1,1,erdogan police burning wish tree gezipark burn hope occupytree
672,1657979041,False,finalized,3,04/04/18 09:16,"""01""",1.0,0.3342,"""110""",1,0.6658,Sat Jun 01 14:23:03 +0000 2013,3.41e+17,dozens injured as tear gas fired at protesters opposing revamp of #istanbul s #taksim square httpAddress,1,1,dozens injured tear gas fired opposing revamp square
673,1657979042,False,finalized,3,04/07/18 15:36,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 12:55:25 +0000 2013,3.5e+17,gezi 4 httpAddress mehmet ali alabora s lies and accusations about turkiye and turkish police on cnn http httpAddresshttpAddresst . cohttpAddressek0es14gbt,1,1,mehmet ali alabora lies accusations turkiye police cnn es gbt
674,1657979043,False,finalized,3,4/22/2018 12:51:41,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 12:26:26 +0000 2013,3.43e+17,travel planning for family and group tours to spain italy greece httpAddress httpAddress enjoy mediterranean !,0,0,travel planning family group tours spain italy greece enjoy mediterranean
675,1657979044,False,finalized,3,04/07/18 15:21,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 22:16:49 +0000 2013,3.41e+17,rt usrId ppl say we won t sleep tonight and we won t let those robocops sleep httpAddress #occupygezi,1,0,ppl say sleep tonight let robocops sleep
677,1657979050,False,finalized,3,04/03/18 22:42,"""0""",0.0,0.0,"""100""",0,0.6631,Tue Jun 04 16:56:51 +0000 2013,3.42e+17,rt usrId white house calls for calm in turkey as protests rage on httpAddress,1,0,white house calls calm rage
679,1657979056,False,finalized,3,04/03/18 21:27,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 23 19:45:32 +0000 2013,3.49e+17,#halktv candir #direngaziparki,0,0,halktv candir direngaziparki
680,1657979058,False,finalized,3,4/22/2018 12:35:10,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 18:32:24 +0000 2013,3.41e+17,rt usrId syria rebukes turkey over protest violence httpAddress,0,0,syria rebukes violence
681,1657979059,False,finalized,3,04/03/18 17:29,"""100""",0.0,0.6721,"""111""",1,1.0,Sat Jun 08 17:20:30 +0000 2013,3.43e+17,rt usrId taksim now #direngeziparki httpAddress no words just wow ! #occupygezi via usrId,0,0,words wow via
682,1657979061,False,finalized,3,04/04/18 08:48,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 19:04:26 +0000 2013,3.42e+17,rt usrId my video take on the last few days in istanbul httpAddress,0,0,video take last days
683,1657979062,False,finalized,3,04/06/18 14:35,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 06 12:37:30 +0000 2013,3.43e+17,sunny morning in the encampment of #izmir httpAddress maana soleada en acampada #izmir #direnizmir #occupygezi httpAddress usrId http httpAddresst.co vjow9r4a0v,0,0,sunny morning encampment izmir maana soleada en acampada izmir direnizmir httpaddresst co vjow r a v
684,1657979067,False,finalized,3,04/04/18 09:10,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 20:05:41 +0000 2013,3.41e+17,rt usrId frightening photos of police violence at istanbul s #occupygezi protests httpAddress #turkey #occupytaksim,1,1,frightening photos police violence occupytaksim
685,1657979068,False,finalized,3,4/22/2018 12:54:24,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 20:58:18 +0000 2013,3.5e+17,the shit y all moms buy y all and keep in the httpAddress fucking turkey bacon ? y all niggas are httpAddress worst idea httpAddress,0,0,shit moms buy keep fucking bacon niggas worst idea
686,1657979069,False,finalized,3,04/06/18 14:46,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 23:07:02 +0000 2013,3.46e+17,usrId son i think i offended the whole of turkey mentions are in shambles lmaoo,0,0,son think offended whole mentions shambles lmaoo
687,1657979072,False,finalized,3,04/03/18 21:23,"""0""",0.0,0.0,"""001""",0,0.6622,Wed Jun 05 14:02:09 +0000 2013,3.42e+17,rt usrId media savvy protest crowdfunding statement amp ,0,0,media savvy crowdfunding statement
688,1657979074,False,finalized,3,04/03/18 21:12,"""111""",1.0,1.0,"""111""",1,1.0,Sun Jun 16 11:27:32 +0000 2013,3.46e+17,rt usrId amnesty press release on #turkey police violence secret detentions arrest of doctors #direngeziparki #occupygezi http,1,1,amnesty press release police violence secret detentions arrest doctors
689,1657979076,False,finalized,3,04/03/18 22:42,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 21 20:38:38 +0000 2013,3.48e+17,veggies stuffed egg white muffins wrapped in turkey httpAddress on flatout yummy !! #curvyfitness httpAddress,0,0,veggies stuffed egg white muffins wrapped flatout yummy curvyfitness
690,1657979077,False,finalized,3,04/04/18 09:42,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 01 19:03:47 +0000 2013,3.41e+17,rt usrId this needs confirmation httpAddress in #ankara one police used his gun and shot a citizen #occupygezi,1,1,needs confirmation ankara one police used gun shot citizen
691,1657979080,False,finalized,3,4/22/2018 12:57:46,"""1""",0.0,0.0,"""001""",0,0.6783,Sat Jun 01 20:39:45 +0000 2013,3.41e+17,rt usrId cnn international correspondent usrId is covering the growing protests in httpAddress cnn turk showing music videos an,1,0,cnn international correspondent covering growing cnn turk showing music videos
692,1657979081,False,finalized,3,04/07/18 09:15,"""0""",0.0,0.0,"""001""",0,0.6648,Sat Jun 22 16:05:42 +0000 2013,3.48e+17,rt usrId sound of silence taksim square httpAddress,1,0,sound silence square
693,1657979082,False,finalized,3,04/03/18 18:08,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 23 23:19:45 +0000 2013,3.49e+17,usrId ts wrong mr. httpAddress next week in turkey you will learn all the httpAddress,0,0,ts wrong mr next week learn
694,1657979084,False,finalized,3,4/22/2018 12:44:15,"""001""",0.0,0.6783,"""111""",1,1.0,Sun Jun 02 18:38:48 +0000 2013,3.41e+17,rt usrId good read but get s it wrong on the kurds muftah why the gezi park protests do not herald a turkish spring yet h,1,0,good read get wrong kurds muftah herald spring yet h
695,1657979085,False,finalized,3,4/22/2018 18:44:43,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 20 20:47:00 +0000 2013,3.48e+17,paul gnawing on a turkey leg at six httpAddress describing its taste he comments httpAddress httpAddress,0,0,paul gnawing leg six describing taste comments
696,1657979086,False,finalized,3,04/09/18 20:53,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 06:49:40 +0000 2013,3.49e+17,turkey 2013 satellites 0 1 spain jese scored his third goal of the fifa u 20 world cup as spain qualified httpAddress httpAddress,0,0,satellites spain jese scored third goal fifa u world cup spain qualified
697,1657979088,False,finalized,3,04/03/18 19:36,"""010""",0.0,0.6729999999999999,"""111""",1,1.0,Tue Jun 11 11:57:18 +0000 2013,3.44e+17,riot police move into taksim square httpAddress,1,0,riot police move square
698,1657979089,False,finalized,3,04/03/18 19:03,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 23:46:34 +0000 2013,3.45e+17,usrId this is my second return two months on a roman dig in turkey afterwards !,0,0,second return two months roman dig afterwards
700,1657979092,False,finalized,3,04/03/18 20:49,"""000""",0.0,1.0,"""111""",1,1.0,Wed Jun 05 18:07:25 +0000 2013,3.42e+17,justinwedes dear tayyip can you plz build another park ? too packed here ! #occupygezi,0,0,justinwedes dear tayyip plz build another packed
701,1657979095,False,finalized,3,4/14/2018 22:34:34,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 21:56:45 +0000 2013,3.41e+17,ela vai cantar i was were #prayforturkey #soundofchangenomultishow,0,0,ela vai cantar prayforturkey soundofchangenomultishow
702,1657979096,False,finalized,3,04/04/18 09:27,"""010""",0.0,0.6658,"""111""",1,1.0,Mon Jun 17 10:46:06 +0000 2013,3.47e+17,icymi trying to quell protests turkish police uses belgian fn303 less lethal launchers httpAddress #occupygezi #taksim #turkey,1,1,icymi trying quell police uses belgian fn less lethal launchers
703,1657979097,False,finalized,3,4/21/2018 18:07:22,"""001""",0.0,0.6783,"""111""",1,1.0,Sun Jun 02 23:07:19 +0000 2013,3.41e+17,rt usrId stop the violence #occupygezi #occupyturkey httpAddress,1,1,stop violence occupyturkey
704,1657979102,False,finalized,3,04/03/18 18:19,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 11:49:59 +0000 2013,3.46e+17,usrId i must find my way to httpAddress,0,0,must find way
706,1657979107,False,finalized,3,04/09/18 14:10,"""0""",0.0,0.0,"""010""",0,0.6648,Tue Jun 04 00:48:52 +0000 2013,3.42e+17,rt usrId just had a long chat with my uni day classmate from httpAddress she seemed so excited about the taksim httpAddress,0,0,long chat uni day classmate seemed excited
707,1657979109,False,finalized,3,04/03/18 17:47,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 15:48:05 +0000 2013,3.45e+17,rt usrId follow our continued coverage of the situation in httpAddress photo taken by #fshotline user gorkem httpAddress httpAddress,0,0,follow continued coverage situation photo taken fshotline user gorkem
708,1657979112,False,finalized,3,04/04/18 09:25,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 09:20:57 +0000 2013,3.41e+17,daily information october 29 2012 ataturk turkey amp ,0,0,daily information october ataturk
709,1657979113,False,finalized,3,04/03/18 22:05,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 15:46:13 +0000 2013,3.46e+17,#erdogan internat media does not see the massacres in syria the events in gaza ,0,1,erdogan internat media see massacres syria events gaza
710,1657979116,False,finalized,3,4/22/2018 18:32:04,"""1""",0.0,0.0,"""001""",0,0.6667,Thu Jun 06 18:53:02 +0000 2013,3.43e+17, rt usrId erdogan wounded not felled by turkish protests reuters 342715848873607169 thu jun DD 18 53 20 00 2013 dazedmagazine as riots continue to cause uproar in #turkey trafalgar square hosts its own version of protest httpAddress,0,1,erdogan wounded felled reuters dazedmagazine riots continue cause uproar trafalgar square hosts version
712,1657979119,False,finalized,3,04/06/18 16:09,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 21:51:50 +0000 2013,3.45e+17,rt usrId thousands of anti government protesters remain in taksim sq tonight despite pm httpAddress what now for turkey ? our top story,1,0,thousands anti government remain sq tonight despite top story
713,1657979121,False,finalized,3,04/07/18 09:15,"""00""",0.0,0.6704,"""101""",1,0.6704,Tue Jun 04 22:14:24 +0000 2013,3.42e+17,rt usrId 240 00 turkish workers join as mass protests reach more than DD cities httpAddress #geziparki #direngeziparki,1,0,workers join mass reach cities
714,1657979123,False,finalized,3,04/11/18 21:50,"""0""",0.0,0.0,"""010""",0,0.6667,Sat Jun 01 18:36:36 +0000 2013,3.41e+17,httpAddress now looping scene of protesters turning firefighters away from torched vehicle,1,0,looping scene turning firefighters away torched vehicle
715,1657979128,False,finalized,3,04/03/18 21:25,"""11""",1.0,0.6594,"""011""",1,0.6594,Tue Jun 04 17:33:25 +0000 2013,3.42e+17,this people pay their last respect to abdullah cmert killed during anti government protest in #antakya #turkey httpAddress,1,1,people pay last respect abdullah cmert killed anti government antakya
717,1657979131,False,finalized,3,04/06/18 12:26,"""00""",0.0,0.6639,"""011""",1,0.6639,Mon Jun 03 20:38:52 +0000 2013,3.42e+17,just a little bit of what is going on in httpAddress #getthefacts #occupygezi #occupyistanbul httpAddress,1,0,little bit going getthefacts occupyistanbul
718,1657979133,False,finalized,3,04/07/18 17:04,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 07:20:18 +0000 2013,3.44e+17,rt usrId usrId usrId i m not sure what they mean about protesters giving an httpAddress httpAddress #,1,0,sure mean giving
719,1657979135,False,finalized,3,04/03/18 19:21,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 20:05:27 +0000 2013,3.45e+17,i hereby declare httpAddress tayyip erdogan a new hitler of DD !! httpAddress,0,0,hereby declare tayyip erdogan new hitler
720,1657979138,False,finalized,3,04/03/18 20:24,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 15:14:08 +0000 2013,3.46e+17,we love you turkish prime minister erdogan may allah protect you from the zionists,0,0,love prime minister erdogan allah protect zionists
721,1657979139,False,finalized,3,04/06/18 14:39,"""01""",1.0,0.3361,"""110""",1,0.6695,Sat Jun 15 20:37:17 +0000 2013,3.46e+17,rt usrId #turkey live tear gas affected children inside divan hotel httpAddress via usrId usrId,0,1,live tear gas affected children inside divan hotel via
722,1657979140,False,finalized,3,04/03/18 21:38,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 15:54:43 +0000 2013,3.4e+17,thousands in #turkey are protesting construction of malls by demolishing existing httpAddress this is an excuse people r fed up by pm httpAddress,1,0,thousands protesting construction malls demolishing existing excuse people r fed
723,1657979144,False,finalized,3,4/14/2018 05:48:51,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 14:07:42 +0000 2013,3.4e+17,turkey burgers really can be juicy and flavorful httpAddress turkey burgers really can be juicy httpAddress httpAddress,0,0,burgers really juicy flavorful burgers really juicy
724,1657979145,False,finalized,3,04/03/18 18:07,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 21 21:25:33 +0000 2013,3.48e+17,rt usrId more urban women join the workforce in turkey httpAddress,0,0,urban women join workforce
727,1657979150,False,finalized,3,04/03/18 18:48,"""11""",1.0,0.6676,"""101""",1,0.6676,Sun Jun 16 18:41:11 +0000 2013,3.46e+17,rt usrId usrId please spread the news erdogan supporter mobs attacking protesters police kindly escorting attackers httpAddress,1,1,please spread news erdogan supporter mobs attacking police kindly escorting attackers
728,1657979151,False,finalized,3,4/20/2018 13:22:17,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 17:12:09 +0000 2013,3.45e+17,leadership comparisons between erdogan thatcher and putin httpAddress,0,0,leadership comparisons erdogan thatcher putin
729,1657979152,False,finalized,3,4/20/2018 13:20:58,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 17 10:58:41 +0000 2013,3.47e+17,rt usrId shot my first turkey httpAddress . scared the shit out of everyone in the frozen food httpAddress,0,0,shot first scared shit everyone frozen food
730,1657979153,False,finalized,3,04/07/18 17:07,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 10 09:43:40 +0000 2013,3.44e+17,usrId were booking last min but hoping for olu deniz in turkey x,0,0,booking last min hoping olu deniz x
731,1657979154,False,finalized,3,04/03/18 18:48,"""0""",0.0,0.0,"""001""",0,0.6594,Sun Jun 02 02:48:39 +0000 2013,3.41e+17,rt usrId imagine if 5 or even less of the protesters in #turkey were in #iran ? the media s bleeding hearts would be all over t,0,0,imagine even less iran media bleeding hearts would
732,1657979156,False,finalized,3,04/07/18 10:41,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 05 03:31:48 +0000 2013,3.42e+17,problem ? up brian turkey dog tho usrId this turkey dog good af,0,0,problem brian dog tho dog good af
733,1657979157,False,finalized,3,4/26/2018 20:46:16,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 22 02:55:29 +0000 2013,3.48e+17,the sooner i go on holiday the better #outofpreston #turkey,0,0,sooner go holiday better outofpreston
734,1657979158,False,finalized,3,04/03/18 17:51,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 09 21:03:04 +0000 2013,3.44e+17,protests show turks can t tolerate erdogan anymore aaron stein the atlantic httpAddress,0,0,show turks tolerate erdogan anymore aaron stein atlantic
735,1657979162,False,finalized,3,4/15/2018 14:57:56,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 21:37:39 +0000 2013,3.41e+17,rt usrId in turkey at least DD injured as police clash with protesters at gezi park httpAddress #occupygezi httpAddress,1,1,least injured police clash
